Refnr     Vetenskapligt namn                  Engelskt namn    Föreslaget svenskt namn
 8260   Zosterops silvanus          Taita White-eye             Taitaglasögonfågel
 8261   Zosterops borbonicus        Mascarene Grey White-eye    Maskarenglasögonfågel
 8262   Zosterops ficedulinus       Principé White-eye          Principeglasögonfågel
 8263   Zosterops griseovirescens   Annobon White-eye           Annobonglasögonfågel
 8264   Zosterops maderaspatanus    Malagasy White-eye          Madagaskarglasögonfågel
 8265   Zosterops mayottensis       Chestnut-sided White-eye    Mayotteglasögonfågel
 8266   Zosterops modestus          Seychelles Grey White-eye   Mahéglasögonfågel
 8267   Zosterops mouroniensis      Karthala White-eye          Karthalaglasögonfågel
 8268   Zosterops olivaceus         Réunion Olive White-eye     Réunionglasögonfågel
 8269   Zosterops chloronothos      Mauritius Olive White-eye   Mauritiusglasögonfågel
 8270   Zosterops vaughani          Pemba White-eye             Pembaglasögonfågel
 8271   Zosterops stenocricotus     Forest White-eye            Skogsglasögonfågel
 8272   Zosterops virens            Cape White-eye              Grön glasögonfågel
 8273   Woodfordia superciliosa     Bare-eyed White-eye         Nakentyglad glasögonfågel
 8274   Woodfordia lacertosa        Sanford's White-eye         Ndeniglasögonfågel
 8275   Megazosterops palauensis    Giant White-eye             Större glasögonfågel
 8276   Rukia oleaginea             Yap Olive White-eye         Långnäbbad glasögonfågel
 8277   Rukia ruki                  Truk White-eye              Trukglasögonfågel
 8278   Rukia longirostra           Great Pohnpei White-eye     Pohnpeiglasögonfågel
 8279   Tephrozosterops stalkeri    Bicolored White-eye         Ceramglasögonfågel
 8280   Madanga ruficollis          Rufous-throated White-eye   Brunstrupig glasögonfågel
 8281   Lophozosterops pinaiae      Grey-hooded White-eye       Vitpannad glasögonfågel
 8282   Lophozosterops goodfellowi     Black-masked White-eye          Svartmaskad glasögonfågel
 8283   Lophozosterops squamiceps      Streaky-headed White-eye        Strimmig glasögonfågel
 8284   Lophozosterops javanicus       Javan Grey-throated White-eye   Gråstrupig glasögonfågel
 8285   Lophozosterops superciliaris   Yellow-browed White-eye         Gulbrynad glasögonfågel
 8286   Lophozosterops dohertyi        Crested White-eye               Tofsglasögonfågel
 8287   Oculocincta squamifrons        Pygmy White-eye                 Dvärgglasögonfågel
 8288   Heleia muelleri                Spot-breasted White-eye         Timorglasögonfågel
 8289   Heleia crassirostris           Thick-billed White-eye          Tjocknäbbad glasögonfågel
 8290   Chlorocharis emiliae           Mountain Blackeye               Svartögd glasögonfågel
 8291   Hypocryptadius cinnamomeus     Cinnamon Ibon                   Brun glasögonfågel
 8292   Speirops brunneus              Fernando Po Speirops            Biokospeirops
 8293   Speirops leucophoeus           Principe Speirops               Principespeirops
 8294   Speirops melanocephalus        Mount Cameroon Speirops         Kamerunspeirops
 8295   Speirops lugubris              Black-capped Speirops           São Toméspeirops
 8296                                  Meliphagidae, Honungsfåglar
 8297   Timeliopsis fulvigula          Olive Straightbill              Höglandshonungsfågel
 8298   Timeliopsis griseigula         Tawny Straightbill              Låglandshonungsfågel
 8299   Melilestes megarhynchus        Long-billed Honeyeater          Långnäbbad honungsfågel
 8300   Stresemannia bougainvillei     Bougainville Honeyeater         Bougainvillehonungsfågel
 8301   Toxorhamphus novaeguineae      Yellow-bellied Longbill         Nya Guineabärpickare
 8302   Toxorhamphus poliopterus       Slaty-chinned Longbill          Gråvingad bärpickare
 8303   Oedistoma iliolophum           Plumed Longbill                 Olivbärpickare
 8304   Oedistoma pygmaeum             Pygmy Longbill                  Pygmebärpickare
 8305   Timeliopsis fallax             Green-backed Honeyeater         Grönryggad honungsfågel
 8306   Lichmera lombokia              Scaly-crowned Honeyeater        Lombokhonungsfågel
 8307   Lichmera argentauris           Olive Honeyeater                Olivhonungsfågel
 8308   Lichmera indistincta           Brown Honeyeater                Brun honungsfågel
 8309   Lichmera limbata               Indonesian Honeyeater           Indonesisk honungsfågel
 8310   Lichmera incana                Dark-brown Honeyeater           Mörkbrun honungsfågel
 8311   Lichmera alboauricularis       Silver-eared Honeyeater         Silverörad honungsfågel
 8312   Lichmera squamata              White-tufted Honeyeater         Fjällbröstad honungsfågel
 8313   Lichmera deningeri             Buru Honeyeater                 Buruhonungsfågel
 8314   Lichmera monticola             Seram Honeyeater                Seramhonungsfågel
 8315   Lichmera flavicans        Yellow-eared Honeyeater        Timorhonungsfågel
 8316   Lichmera notabilis        Black-chested Honeyeater       Svartstreckad honungsfågel
 8317   Trichodere cockerelli     White-streaked Honeyeater      Vitstrimmad honungsfågel
 8318   Myzomela blasii           Drab Myzomela                  Ambonmyzomela
 8319   Myzomela albigula         White-chinned Myzomela         Vithakad myzomela
 8320   Myzomela cineracea        Ashy Myzomela                  Askmyzomela
 8321   Myzomela eques            Red-throated Myzomela          Rubinstrupig myzomela
 8322   Myzomela obscura          Dusky Myzomela                 Brun myzomela
 8323   Myzomela cruentata        Red Myzomela                   Röd myzomela
 8324   Myzomela nigrita          Papuan Black Myzomela          Svart myzomela
 8325   Myzomela pammelaena       Bismarck Black Myzomela        Bismarckmyzomela
 8326   Myzomela pulchella        New Ireland Myzomela           Nya Irlandmyzomela
 8327   Myzomela kuehni           Crimson-hooded Myzomela        Rubinmyzomela
 8328   Myzomela erythrocephala   Red-headed Myzomela            Rödhuvad myzomela
 8329   Myzomela dammermani       Sumba Myzomela                 Sumbamyzomela
 8330   Myzomela adolphinae       Mountain Red-headed Myzomela   Bergsmyzomela
 8331   Myzomela sanguinolenta    Scarlet Myzomela               Scharlakansmyzomela
 8332   Myzomela chloroptera      Sulawesi Myzomela              Sulawesimyzomela
 8333   Myzomela wakoloensis      Wakolo Myzomela                Wakolomyzomela
 8334   Myzomela boiei            Banda Myzomela                 Bandamyzomela
 8335   Myzomela caledonica       New Caledonian Myzomela        Nya Kaledonienmyzomela
 8336   Myzomela cardinalis       Cardinal Myzomela              Kardinalmyzomela
 8337   Myzomela rubratra         Micronesian Myzomela           Mikronesisk myzomela
 8338   Myzomela chermesina       Rotuma Myzomela                Rotumamyzomela
 8339   Myzomela sclateri         Sclater's Myzomela             Rödstrupig myzomela
 8340   Myzomela lafargei         Scarlet-naped Myzomela         Rödnackad myzomela
 8341   Myzomela melanocephala    Black-headed Myzomela          Svarthuvad myzomela
 8342   Myzomela eichhorni        Yellow-vented Myzomela         Gulbukad myzomela
 8343   Myzomela malaitae         Red-billed Myzomela            Malaitamyzomela
 8344   Myzomela tristrami        Sooty Myzomela                 Sotmyzomela
 8345   Myzomela jugularis        Orange-breasted Myzomela       Fijimyzomela
 8346   Myzomela erythromelas     Black-bellied Myzomela         Svartbukad myzomela
 8347   Myzomela vulnerata        Red-rumped Myzomela            Rödgumpad myzomela
 8348   Myzomela rosenbergii          Red-collared Myzomela           Svartröd myzomela
 8349   Certhionyx niger              Black Honeyeater                Svart honungsfågel
 8350   Certhionyx variegatus         Pied Honeyeater                 Svartvit honungsfågel
 8351   Meliphaga mimikae             Spot-breasted Honeyeater        Fläckbröstad honungsfågel
 8352   Meliphaga montana             Forest White-eared Honeyeater   Bergshonungsfågel
 8353   Meliphaga orientalis          Mountain Honeyeater             Skogshonungsfågel
 8354   Meliphaga albonotata          Scrub White-eared Honeyeater    Buskhonungsfågel
 8355   Meliphaga aruensis            Puff-backed Honeyeater          Tjocknäbbad honungsfågel
 8356   Meliphaga analoga             Mimic Honeyeater                Kopihonungsfågel
 8357   Meliphaga vicina              Tagula Honeyeater               Tagulahonungsfågel
 8358   Meliphaga gracilis            Graceful Honeyeater             Slank honungsfågel
 8359   Meliphaga notata              Yellow-spotted Honeyeater       Gulfläckig honungsfågel
 8360   Meliphaga flavirictus         Yellow-gaped Honeyeater         Gulstrupig honungsfågel
 8361   Meliphaga lewinii             Lewin's Honeyeater              Gulörad honungsfågel
 8362   Meliphaga albilineata         White-lined Honeyeater          Vitstreckad honungsfågel
 8363   Guadalcanaria inexpectata     Guadalcanal Honeyeater          Guadalkanalhonungsfågel
 8364   Lichenostomus flavus          Yellow Honeyeater               Gul honungsfågel
 8365   Lichenostomus virescens       Singing Honeyeater              Sånghonungsfågel
 8366   Lichenostomus versicolor      Varied Honeyeater               Spräcklig honungsfågel
 8367   Lichenostomus fasciogularis   Mangrove Honeyeater             Mangrovehonungsfågel
 8368   Lichenostomus fuscus          Fuscous Honeyeater              Olivbrun honungsfågel
 8369   Lichenostomus flavescens      Yellow-tinted Honeyeater        Gulhuvad honungsfågel
 8370   Lichenostomus plumulus        Grey-fronted Honeyeater         Gråbröstad honungsfågel
 8371   Lichenostomus chrysops        Yellow-faced Honeyeater         Gulkindad honungsfågel
 8372   Lichenostomus cratitius       Purple-gaped Honeyeater         Malleehonungsfågel
 8373   Lichenostomus keartlandi      Grey-headed Honeyeater          Gråhuvad honungsfågel
 8374   Lichenostomus penicillatus    White-plumed Honeyeater         Vitplymad honungsfågel
 8375   Lichenostomus ornatus         Yellow-plumed Honeyeater        Gulplymad honungsfågel
 8376   Lichenostomus reticulatus     Streaky-breasted Honeyeater     Gulhalsad honungsfågel
 8377   Lichenostomus leucotis        White-eared Honeyeater          Vitörad honungsfågel
 8378   Lichenostomus flavicollis     Yellow-throated Honeyeater      Gulstrupig honungsfågel
 8379   Lichenostomus melanops        Yellow-tufted Honeyeater        Hjälmhonungsfågel
 8380   Lichenostomus unicolor        White-gaped Honeyeater          Enfärgad honungsfågel
 8381   Lichenostomus frenatus       Bridled Honeyeater          Glasögonhonungsfågel
 8382   Lichenostomus hindwoodi      Eungella Honeyeater         Eungellahonungsfågel
 8383   Lichenostomus subfrenatus    Black-throated Honeyeater   Svartstrupig honungsfågel
 8384   Lichenostomus obscurus       Obscure Honeyeater          Lövhonungsfågel
 8385   Xanthotis flaviventer        Tawny-breasted Honeyeater   Gråhalsad honungsfågel
 8386   Xanthotis polygrammus        Spotted Honeyeater          Fläckig honungsfågel
 8387   Xanthotis macleayanus        Macleay's Honeyeater        Gulstreckad honungsfågel
 8388   Xanthotis provocator         Kadavu Honeyeater           Kadavuhonungsfågel
 8389   Oreornis chrysogenys         Orange-cheeked Honeyeater   Orangekindad honungsfågel
 8390   Foulehaio carunculatus       Wattled Honeyeater          Flikhonungsfågel
 8391   Cleptornis marchei           Golden White-eye            Gyllenhonungsfågel
 8392   Apalopteron familiare        Bonin Islands White-eye     Boninhonungsfågel
 8393   Melithreptus brevirostris    Brown-headed Honeyeater     Brunhuvad honungsfågel
 8394   Melithreptus lunatus         White-naped Honeyeater      Vitnackad honungsfågel
 8395   Melithreptus albogularis     White-throated Honeyeater   Vitstrupig honungsfågel
 8396   Melithreptus affinis         Black-headed Honeyeater     Svarthuvad honungsfågel
 8397   Melithreptus gularis         Black-chinned Honeyeater    Svarthakad honungsfågle
 8398   Melithreptus validirostris   Strong-billed Honeyeater    Barkhonungsfågel
 8399   Entomyzon cyanotis           Blue-faced Honeyeater       Blåkindad honungsfågel
 8400   Notiomystis cincta           Stitchbird                  Hihi
 8401   Pycnopygius ixoides          Plain Honeyeater            Umbrahonungsfågel
 8402   Pycnopygius cinereus         Marbled Honeyeater          Gråbrun honungsfågel
 8403   Pycnopygius stictocephalus   Streak-headed Honeyeater    Strimhuvad honungsfågel
